Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Africa,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,South America,,,,,,,,,,,,,,,Oceania,,,,,,,,,,,,,,,,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Africa Total,,,,,North America Total,,,,,U.S.A.,,,,,Canada,,,,,Mexico,,,,,North America Unclassified,,,,,South America Total,,,,,Brazil,,,,,South America Unclassified,,,,,Oceania Total,,,,,Australia,,,,,New Zealand,,,,,Oceania Unclassified,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,,,,,,,,,,
,Feb．,"1,289 ",326 ,487 ,450 ,26 ,"57,529 ","28,508 ","24,696 ","4,323 ",2 ,"47,464 ","21,929 ","22,168 ","3,367 ",,"8,867 ","5,975 ","2,106 ",786 ,,864 ,481 ,311 ,72 ,,334 ,123 ,111 ,98 ,2 ,"1,599 ",713 ,429 ,407 ,50 ,727 ,264 ,224 ,221 ,18 ,872 ,449 ,205 ,186 ,32 ,"12,725 ","7,736 ","3,564 ","1,402 ",23 ,"10,610 ","6,765 ","2,816 ","1,029 ",,"1,931 ",921 ,710 ,300 ,,184 ,50 ,38 ,73 ,23 ,63 ,30 ,11 ,15 ,7 ,"417,519 ","242,463 ","112,305 ","52,564 ","10,187 ",,,,,,,,,,,,,,,
,Mar．,"1,593 ",458 ,600 ,501 ,34 ,"82,789 ","49,489 ","25,306 ","7,992 ",2 ,"68,709 ","39,593 ","22,770 ","6,346 ",,"12,250 ","8,853 ","2,045 ","1,352 ",,"1,391 ",873 ,339 ,179 ,,439 ,170 ,152 ,115 ,2 ,"2,109 ",838 ,570 ,658 ,43 ,999 ,359 ,284 ,337 ,19 ,"1,110 ",479 ,286 ,321 ,24 ,"16,695 ","10,567 ","3,807 ","2,314 ",7 ,"13,922 ","9,266 ","2,973 ","1,683 ",,"2,592 ","1,242 ",793 ,557 ,,181 ,59 ,41 ,74 ,7 ,68 ,25 ,17 ,21 ,5 ,"488,778 ","281,643 ","121,741 ","78,767 ","6,627 ",,,,,,,,,,,,,,,
,Apr．,"1,423 ",379 ,542 ,480 ,22 ,"80,571 ","52,001 ","22,020 ","6,542 ",8 ,"66,743 ","41,793 ","19,942 ","5,006 ",2 ,"12,154 ","9,087 ","1,737 ","1,329 ",1 ,"1,213 ",907 ,208 ,98 ,,461 ,214 ,133 ,109 ,5 ,"2,338 ","1,302 ",456 ,520 ,60 ,"1,239 ",665 ,254 ,297 ,23 ,"1,099 ",637 ,202 ,223 ,37 ,"21,500 ","16,322 ","2,872 ","2,276 ",30 ,"17,793 ","13,985 ","2,205 ","1,602 ",1 ,"3,444 ","2,243 ",627 ,574 ,,263 ,94 ,40 ,100 ,29 ,79 ,42 ,16 ,17 ,4 ,"546,662 ","359,573 ","113,579 ","67,101 ","6,409 ",,,,,,,,,,,,,,,
,May．,"1,799 ",634 ,640 ,507 ,18 ,"85,307 ","53,208 ","25,329 ","6,759 ",11 ,"71,316 ","43,616 ","22,607 ","5,092 ",1 ,"11,918 ","8,332 ","2,163 ","1,423 ",,"1,588 ","1,038 ",419 ,130 ,1 ,485 ,222 ,140 ,114 ,9 ,"2,433 ","1,287 ",658 ,449 ,39 ,"1,219 ",610 ,378 ,211 ,20 ,"1,214 ",677 ,280 ,238 ,19 ,"18,809 ","12,986 ","3,891 ","1,912 ",20 ,"15,764 ","11,412 ","3,024 ","1,328 ",,"2,705 ","1,476 ",809 ,420 ,,340 ,98 ,58 ,164 ,20 ,58 ,21 ,17 ,15 ,5 ,"500,830 ","310,428 ","122,841 ","58,377 ","9,184 ",,,,,,,,,,,,,,,
,Jun．,"1,551 ",341 ,644 ,530 ,36 ,"90,161 ","61,811 ","23,526 ","4,817 ",7 ,"77,741 ","52,921 ","21,106 ","3,714 ",,"10,517 ","7,754 ","1,894 ",869 ,,"1,420 ",952 ,359 ,107 ,2 ,483 ,184 ,167 ,127 ,5 ,"2,147 ","1,092 ",557 ,409 ,89 ,989 ,461 ,298 ,174 ,56 ,"1,158 ",631 ,259 ,235 ,33 ,"18,977 ","14,202 ","3,370 ","1,365 ",40 ,"15,928 ","12,181 ","2,719 ","1,028 ",,"2,707 ","1,842 ",607 ,258 ,,342 ,179 ,44 ,79 ,40 ,82 ,35 ,20 ,20 ,7 ,"505,003 ","327,006 ","119,108 ","45,048 ","13,841 ",,,,,,,,,,,,,,,
,Jul．,"1,745 ",617 ,592 ,491 ,45 ,"87,779 ","60,597 ","20,176 ","6,998 ",8 ,"71,242 ","47,686 ","18,078 ","5,477 ",1 ,"13,527 ","10,615 ","1,623 ","1,289 ",,"2,472 ","2,051 ",326 ,95 ,,538 ,245 ,149 ,137 ,7 ,"2,488 ","1,516 ",389 ,485 ,98 ,"1,253 ",728 ,201 ,264 ,60 ,"1,235 ",788 ,188 ,221 ,38 ,"21,999 ","16,845 ","3,295 ","1,845 ",14 ,"18,402 ","14,440 ","2,596 ","1,366 ",,"3,298 ","2,245 ",651 ,402 ,,299 ,160 ,48 ,77 ,14 ,55 ,26 ,10 ,10 ,9 ,"610,190 ","427,874 ","109,034 ","55,563 ","17,719 ",,,,,,,,,,,,,,,
,Aug．,"1,644 ",390 ,491 ,716 ,47 ,"73,314 ","42,201 ","19,044 ","12,066 ",3 ,"59,012 ","32,452 ","17,273 ","9,287 ",,"12,721 ","8,881 ","1,394 ","2,446 ",,"1,091 ",697 ,282 ,112 ,,490 ,171 ,95 ,221 ,3 ,"2,276 ","1,151 ",430 ,621 ,74 ,"1,144 ",565 ,242 ,299 ,38 ,"1,132 ",586 ,188 ,322 ,36 ,"18,904 ","12,731 ","3,181 ","2,977 ",15 ,"15,446 ","10,851 ","2,481 ","2,114 ",,"3,248 ","1,820 ",683 ,745 ,,210 ,60 ,17 ,118 ,15 ,81 ,39 ,14 ,22 ,6 ,"567,869 ","367,292 ","95,727 ","89,286 ","15,564 ",,,,,,,,,,,,,,,
,Sep．,"2,067 ",649 ,669 ,725 ,24 ,"68,467 ","38,137 ","22,722 ","7,605 ",3 ,"56,466 ","30,348 ","20,400 ","5,718 ",,"9,985 ","6,583 ","1,855 ","1,546 ",1 ,"1,433 ","1,002 ",283 ,148 ,,583 ,204 ,184 ,193 ,2 ,"2,559 ","1,308 ",594 ,604 ,53 ,"1,193 ",590 ,313 ,255 ,35 ,"1,366 ",718 ,281 ,349 ,18 ,"24,937 ","19,031 ","3,966 ","1,921 ",19 ,"20,966 ","16,351 ","3,141 ","1,474 ",,"3,705 ","2,586 ",765 ,354 ,,266 ,94 ,60 ,93 ,19 ,63 ,23 ,14 ,20 ,6 ,"481,570 ","277,151 ","116,263 ","78,988 ","9,168 ",,,,,,,,,,,,,,,
,Oct．,"1,971 ",424 ,780 ,733 ,34 ,"86,650 ","52,332 ","28,413 ","5,902 ",3 ,"71,190 ","41,678 ","24,932 ","4,580 ",,"13,060 ","9,099 ","2,848 ","1,113 ",,"1,850 ","1,324 ",430 ,96 ,,550 ,231 ,203 ,113 ,3 ,"3,046 ","1,558 ",850 ,562 ,76 ,"1,479 ",735 ,437 ,263 ,44 ,"1,567 ",823 ,413 ,299 ,32 ,"19,577 ","13,698 ","4,173 ","1,651 ",55 ,"16,515 ","11,986 ","3,248 ","1,276 ",5 ,"2,790 ","1,633 ",865 ,292 ,,272 ,79 ,60 ,83 ,50 ,63 ,28 ,16 ,10 ,9 ,"539,353 ","322,783 ","142,574 ","65,587 ","8,409 ",,,,,,,,,,,,,,,
,Nov．,"1,688 ",454 ,697 ,499 ,38 ,"74,229 ","41,157 ","27,716 ","5,353 ",3 ,"61,772 ","32,768 ","24,726 ","4,278 ",,"10,864 ","7,506 ","2,494 ",864 ,,"1,113 ",713 ,314 ,86 ,,480 ,170 ,182 ,125 ,3 ,"2,017 ",920 ,651 ,395 ,51 ,863 ,352 ,334 ,157 ,20 ,"1,154 ",568 ,317 ,238 ,31 ,"16,296 ","10,449 ","4,322 ","1,509 ",16 ,"13,608 ","9,066 ","3,408 ","1,134 ",,"2,494 ","1,332 ",852 ,310 ,,194 ,51 ,62 ,65 ,16 ,54 ,18 ,15 ,18 ,3 ,"486,403 ","280,670 ","144,456 ","52,492 ","8,785 ",,,,,,,,,,,,,,,
,Dec．,"1,334 ",414 ,468 ,435 ,17 ,"69,643 ","47,837 ","16,804 ","5,001 ",1 ,"55,635 ","36,398 ","15,270 ","3,967 ",,"12,623 ","10,401 ","1,293 ",929 ,,"1,082 ",876 ,153 ,53 ,,303 ,162 ,88 ,52 ,1 ,"2,358 ","1,587 ",392 ,335 ,44 ,"1,084 ",676 ,213 ,169 ,26 ,"1,274 ",911 ,179 ,166 ,18 ,"21,103 ","17,493 ","2,322 ","1,275 ",13 ,"18,226 ","15,399 ","1,837 ",989 ,1 ,"2,735 ","2,037 ",461 ,237 ,,142 ,57 ,24 ,49 ,12 ,56 ,30 ,10 ,8 ,8 ,"455,394 ","299,245 ","96,090 ","46,624 ","13,435 ",,,,,,,,,,,,,,,
,2005　Jan．,"1,622 ",297 ,513 ,778 ,34 ,"72,345 ","32,399 ","23,689 ","16,251 ",6 ,"57,704 ","24,293 ","21,302 ","12,108 ",1 ,"13,091 ","7,340 ","2,000 ","3,750 ",1 ,998 ,584 ,237 ,176 ,1 ,552 ,182 ,150 ,217 ,3 ,"2,013 ",842 ,429 ,674 ,68 ,931 ,362 ,232 ,288 ,49 ,"1,082 ",480 ,197 ,386 ,19 ,"23,176 ","15,878 ","2,857 ","4,425 ",16 ,"19,860 ","14,323 ","2,240 ","3,297 ",,"3,075 ","1,496 ",571 ,"1,008 ",,241 ,59 ,46 ,120 ,16 ,63 ,12 ,9 ,22 ,20 ,"516,280 ","292,004 ","113,049 ","96,800 ","14,427 ",,,,,,,,,,,,,,,
,Feb．,"1,534 ",447 ,490 ,570 ,27 ,"66,199 ","35,849 ","23,188 ","7,154 ",8 ,"53,128 ","26,256 ","21,007 ","5,864 ",1 ,"11,777 ","8,839 ","1,777 ","1,161 ",,835 ,483 ,293 ,59 ,,459 ,271 ,111 ,70 ,7 ,"1,872 ",886 ,414 ,526 ,46 ,905 ,299 ,212 ,369 ,25 ,967 ,587 ,202 ,157 ,21 ,"17,423 ","12,430 ","3,304 ","1,673 ",16 ,"15,031 ","11,136 ","2,592 ","1,303 ",,"2,151 ","1,227 ",636 ,288 ,,241 ,67 ,76 ,82 ,16 ,95 ,43 ,17 ,17 ,18 ,"519,460 ","343,172 ","106,378 ","56,993 ","12,917 ",,,,,,,,,,,,,,,
,Mar．,"2,230 ",507 ,694 ,"1,000 ",29 ,"98,263 ","61,618 ","26,980 ","9,662 ",3 ,"80,916 ","49,033 ","24,120 ","7,763 ",,"14,637 ","10,833 ","2,209 ","1,595 ",,"2,147 ","1,503 ",466 ,178 ,,563 ,249 ,185 ,126 ,3 ,"2,769 ","1,175 ",675 ,839 ,80 ,"1,300 ",489 ,347 ,425 ,39 ,"1,469 ",686 ,328 ,414 ,41 ,"19,732 ","13,563 ","3,709 ","2,441 ",19 ,"16,646 ","11,898 ","2,945 ","1,802 ",1 ,"2,806 ","1,560 ",705 ,540 ,1 ,280 ,105 ,59 ,99 ,17 ,100 ,30 ,25 ,40 ,5 ,"557,640 ","339,690 ","131,291 ","82,872 ","3,787 ",,,,,,,,,,,,,,,
,Apr．,"2,012 ",623 ,641 ,701 ,47 ,"91,952 ","58,214 ","25,550 ","8,181 ",7 ,"76,971 ","47,527 ","23,033 ","6,410 ",1 ,"12,874 ","9,382 ","1,978 ","1,514 ",,"1,273 ",911 ,249 ,113 ,,834 ,394 ,290 ,144 ,6 ,"3,620 ","1,975 ",877 ,704 ,64 ,"1,640 ",874 ,380 ,361 ,25 ,"1,980 ","1,101 ",497 ,343 ,39 ,"21,699 ","15,770 ","3,549 ","2,363 ",17 ,"17,898 ","13,369 ","2,827 ","1,702 ",,"3,532 ","2,294 ",667 ,571 ,,269 ,107 ,55 ,90 ,17 ,99 ,50 ,17 ,24 ,8 ,"584,406 ","378,597 ","128,311 ","72,996 ","4,502 ",,,,,,,,,,,,,,,
,May．,"1,890 ",449 ,679 ,747 ,15 ,"86,804 ","54,381 ","25,268 ","7,143 ",12 ,"73,094 ","45,110 ","22,496 ","5,487 ",1 ,"11,593 ","7,895 ","2,260 ","1,438 ",,"1,511 ","1,088 ",329 ,93 ,1 ,606 ,288 ,183 ,125 ,10 ,"3,310 ","1,781 ",797 ,663 ,69 ,"1,711 ",796 ,433 ,444 ,38 ,"1,599 ",985 ,364 ,219 ,31 ,"18,137 ","12,073 ","3,949 ","2,104 ",11 ,"15,027 ","10,510 ","3,044 ","1,473 ",,"2,773 ","1,494 ",855 ,424 ,,337 ,69 ,50 ,207 ,11 ,81 ,29 ,22 ,26 ,4 ,"530,752 ","331,430 ","129,262 ","65,668 ","4,392 ",,,,,,,,,,,,,,,
,Jun．,"2,067 ",557 ,632 ,843 ,35 ,"93,934 ","65,160 ","23,943 ","4,827 ",4 ,"81,686 ","56,465 ","21,561 ","3,658 ",2 ,"10,101 ","7,284 ","1,865 ",952 ,,"1,627 ","1,157 ",345 ,125 ,,520 ,254 ,172 ,92 ,2 ,"2,528 ","1,439 ",531 ,509 ,49 ,"1,220 ",709 ,252 ,233 ,26 ,"1,308 ",730 ,279 ,276 ,23 ,"21,448 ","16,509 ","3,526 ","1,379 ",34 ,"18,463 ","14,733 ","2,765 ",965 ,,"2,664 ","1,631 ",698 ,335 ,,321 ,145 ,63 ,79 ,34 ,79 ,34 ,10 ,21 ,14 ,"551,134 ","374,180 ","121,767 ","49,424 ","5,763 ",,,,,,,,,,,,,,,
,Jul．,"2,177 ",659 ,623 ,866 ,29 ,"95,907 ","66,332 ","21,827 ","7,744 ",4 ,"78,619 ","52,887 ","19,637 ","6,094 ",1 ,"14,096 ","10,930 ","1,769 ","1,397 ",,"2,566 ","2,180 ",275 ,110 ,1 ,626 ,335 ,146 ,143 ,2 ,"3,096 ","1,969 ",553 ,518 ,56 ,"1,578 ","1,000 ",268 ,279 ,31 ,"1,518 ",969 ,285 ,239 ,25 ,"23,172 ","17,434 ","3,574 ","2,149 ",15 ,"19,254 ","14,988 ","2,826 ","1,440 ",,"3,371 ","2,199 ",682 ,490 ,,547 ,247 ,66 ,219 ,15 ,77 ,38 ,13 ,16 ,10 ,"669,172 ","484,817 ","118,674 ","60,162 ","5,519 ",,,,,,,,,,,,,,,
,Aug．,"2,365 ",590 ,558 ,"1,194 ",23 ,"77,816 ","46,921 ","18,903 ","11,986 ",6 ,"62,645 ","36,389 ","17,013 ","9,243 ",,"13,087 ","9,284 ","1,474 ","2,329 ",,"1,363 ",949 ,259 ,154 ,1 ,721 ,299 ,157 ,260 ,5 ,"2,619 ","1,517 ",411 ,633 ,58 ,"1,340 ",772 ,226 ,318 ,24 ,"1,279 ",745 ,185 ,315 ,34 ,"19,373 ","13,457 ","3,040 ","2,857 ",19 ,"16,019 ","11,631 ","2,399 ","1,989 ",,"3,015 ","1,728 ",609 ,678 ,,339 ,98 ,32 ,190 ,19 ,85 ,44 ,9 ,25 ,7 ,"618,655 ","426,917 ","100,056 ","86,740 ","4,942 ",,,,,,,,,,,,,,,
,Sep．,"2,618 ",939 ,691 ,961 ,27 ,"71,916 ","40,333 ","24,459 ","7,121 ",3 ,"58,916 ","31,698 ","21,871 ","5,347 ",,"10,460 ","6,861 ","2,092 ","1,507 ",,"1,928 ","1,480 ",318 ,130 ,,612 ,294 ,178 ,137 ,3 ,"3,432 ","1,919 ",809 ,617 ,87 ,"1,817 ","1,005 ",466 ,301 ,45 ,"1,615 ",914 ,343 ,316 ,42 ,"25,283 ","19,483 ","3,871 ","1,914 ",15 ,"21,072 ","16,605 ","3,049 ","1,418 ",,"3,849 ","2,750 ",745 ,354 ,,362 ,128 ,77 ,142 ,15 ,72 ,26 ,13 ,26 ,7 ,"540,462 ","326,321 ","128,794 ","80,993 ","4,354 ",,,,,,,,,,,,,,,
,Oct．,"1,741 ",449 ,646 ,624 ,22 ,"92,773 ","57,057 ","29,917 ","5,796 ",3 ,"76,704 ","45,539 ","26,649 ","4,516 ",,"13,461 ","9,846 ","2,603 ","1,012 ",,"1,916 ","1,375 ",424 ,116 ,1 ,692 ,297 ,241 ,152 ,2 ,"3,949 ","2,308 ",907 ,670 ,64 ,"1,841 ","1,110 ",384 ,301 ,46 ,"2,108 ","1,198 ",523 ,369 ,18 ,"18,908 ","13,087 ","4,255 ","1,551 ",15 ,"15,810 ","11,263 ","3,364 ","1,183 ",,"2,813 ","1,711 ",818 ,283 ,1 ,285 ,113 ,73 ,85 ,14 ,70 ,28 ,13 ,28 ,1 ,"599,539 ","379,015 ","152,441 ","64,362 ","3,721 ",,,,,,,,,,,,,,,
,Nov．,"2,021 ",632 ,838 ,537 ,14 ,"77,337 ","44,710 ","27,064 ","5,553 ",10 ,"63,612 ","35,128 ","24,029 ","4,454 ",1 ,"11,810 ","8,459 ","2,475 ",876 ,,"1,361 ",894 ,381 ,86 ,,554 ,229 ,179 ,137 ,9 ,"2,238 ","1,024 ",759 ,413 ,42 ,"1,040 ",417 ,390 ,205 ,28 ,"1,198 ",607 ,369 ,208 ,14 ,"14,829 ","9,450 ","3,967 ","1,400 ",12 ,"12,297 ","8,125 ","3,154 ","1,018 ",,"2,339 ","1,247 ",769 ,323 ,,193 ,78 ,44 ,59 ,12 ,86 ,39 ,14 ,27 ,6 ,"526,229 ","326,877 ","145,199 ","49,971 ","4,182 ",,,,,,,,,,,,,,,
,Dec．,"1,378 ",542 ,403 ,413 ,20 ,"72,563 ","49,333 ","18,588 ","4,633 ",9 ,"58,038 ","37,562 ","16,853 ","3,623 ",,"13,025 ","10,638 ","1,508 ",879 ,,"1,098 ",909 ,134 ,55 ,,402 ,224 ,93 ,76 ,9 ,"2,885 ","2,114 ",366 ,345 ,60 ,"1,878 ","1,434 ",206 ,211 ,27 ,"1,007 ",680 ,160 ,134 ,33 ,"21,714 ","18,081 ","2,339 ","1,240 ",54 ,"18,802 ","15,990 ","1,870 ",942 ,,"2,677 ","1,991 ",431 ,255 ,,235 ,100 ,38 ,43 ,54 ,61 ,32 ,12 ,11 ,6 ,"514,197 ","365,553 ","101,940 ","40,323 ","6,381 ",,,,,,,,,,,,,,,
,2006　Jan．,"1,672 ",307 ,471 ,894 ,,"73,425 ","37,266 ","22,908 ","13,251 ",,"57,337 ","26,629 ","20,709 ","9,999 ",,"14,659 ","9,933 ","1,816 ","2,910 ",,"1,006 ",604 ,247 ,155 ,,423 ,100 ,136 ,187 ,,"2,119 ",908 ,454 ,757 ,,"1,147 ",446 ,268 ,433 ,,972 ,462 ,186 ,324 ,,"23,655 ","17,249 ","2,623 ","3,783 ",,"20,315 ","15,417 ","2,106 ","2,792 ",,"3,115 ","1,742 ",480 ,893 ,,225 ,90 ,37 ,98 ,,101 ,64 ,15 ,22 ,,"613,596 ","407,155 ","108,512 ","91,552 ",,,,,,,,,,,,,,,,
,Feb．,"1,154 ",233 ,513 ,408 ,,"58,061 ","29,870 ","24,018 ","4,173 ",,"47,426 ","22,560 ","21,653 ","3,213 ",,"9,447 ","6,690 ","1,967 ",790 ,,860 ,509 ,258 ,93 ,,328 ,111 ,140 ,77 ,,"1,726 ",782 ,523 ,421 ,,846 ,345 ,289 ,212 ,,880 ,437 ,234 ,209 ,,"16,119 ","11,697 ","3,221 ","1,201 ",,"14,141 ","10,624 ","2,609 ",908 ,,"1,833 ","1,008 ",571 ,254 ,,145 ,65 ,41 ,39 ,,66 ,39 ,11 ,16 ,,"513,906 ","335,593 ","119,126 ","55,362 ",,,,,,,,,,,,,,,,
,Mar．,"1,929 ",667 ,739 ,523 ,,"90,495 ","56,916 ","26,433 ","7,146 ",,"73,875 ","44,921 ","23,413 ","5,541 ",,"14,400 ","10,795 ","2,330 ","1,275 ",,"1,605 ",962 ,484 ,159 ,,615 ,238 ,206 ,171 ,,"2,723 ","1,352 ",709 ,662 ,,"1,412 ",661 ,358 ,393 ,,"1,311 ",691 ,351 ,269 ,,"17,902 ","12,010 ","3,886 ","2,006 ",,"15,196 ","10,633 ","3,099 ","1,464 ",,"2,465 ","1,284 ",711 ,470 ,,241 ,93 ,76 ,72 ,,77 ,45 ,12 ,20 ,,"579,197 ","363,923 ","135,999 ","79,275 ",,,,,,,,,,,,,,,,
,Apr．,"1,767 ",542 ,607 ,618 ,,"92,944 ","60,999 ","24,759 ","7,186 ",,"76,335 ","48,365 ","22,204 ","5,766 ",,"13,972 ","10,647 ","2,125 ","1,200 ",,"2,064 ","1,694 ",268 ,102 ,,573 ,293 ,162 ,118 ,,"3,189 ","2,007 ",613 ,569 ,,"1,813 ","1,201 ",307 ,305 ,,"1,376 ",806 ,306 ,264 ,,"20,080 ","14,790 ","3,299 ","1,991 ",,"16,441 ","12,407 ","2,616 ","1,418 ",,"3,383 ","2,270 ",650 ,463 ,,256 ,113 ,33 ,110 ,,132 ,91 ,15 ,26 ,,"672,319 ","474,844 ","127,062 ","67,166 ",,,,,,,,,,,,,,,,
,May．,"1,763 ",473 ,754 ,536 ,,"85,962 ","53,765 ","25,836 ","6,361 ",,"72,321 ","44,301 ","23,144 ","4,876 ",,"11,616 ","8,161 ","2,228 ","1,227 ",,"1,467 ","1,076 ",279 ,112 ,,558 ,227 ,185 ,146 ,,"2,688 ","1,444 ",747 ,497 ,,"1,303 ",652 ,385 ,266 ,,"1,385 ",792 ,362 ,231 ,,"17,909 ","11,809 ","4,275 ","1,825 ",,"14,943 ","10,248 ","3,373 ","1,322 ",,"2,570 ","1,387 ",821 ,362 ,,396 ,174 ,81 ,141 ,,68 ,43 ,12 ,13 ,,"586,326 ","391,485 ","134,013 ","60,828 ",,,,,,,,,,,,,,,,
,Jun．,"1,642 ",466 ,659 ,517 ,,"94,838 ","66,053 ","24,070 ","4,715 ",,"83,297 ","57,846 ","21,752 ","3,699 ",,"9,898 ","7,196 ","1,899 ",803 ,,"1,200 ",834 ,257 ,109 ,,443 ,177 ,162 ,104 ,,"2,360 ","1,364 ",510 ,486 ,,"1,216 ",659 ,269 ,288 ,,"1,144 ",705 ,241 ,198 ,,"17,186 ","12,422 ","3,444 ","1,320 ",,"14,536 ","10,884 ","2,735 ",917 ,,"2,282 ","1,378 ",653 ,251 ,,368 ,160 ,56 ,152 ,,71 ,43 ,18 ,10 ,,"557,600 ","393,762 ","120,546 ","43,292 ",,,,,,,,,,,,,,,,
,Jul．,"1,980 ",592 ,700 ,688 ,,"94,973 ","66,066 ","21,954 ","6,953 ",,"77,174 ","51,967 ","19,671 ","5,536 ",,"14,714 ","11,784 ","1,765 ","1,165 ",,"2,482 ","2,067 ",305 ,110 ,,603 ,248 ,213 ,142 ,,"3,242 ","2,146 ",667 ,429 ,,"1,857 ","1,263 ",324 ,270 ,,"1,385 ",883 ,343 ,159 ,,"18,980 ","13,492 ","3,702 ","1,786 ",,"15,713 ","11,410 ","3,015 ","1,288 ",,"2,867 ","1,822 ",641 ,404 ,,400 ,260 ,46 ,94 ,,114 ,70 ,13 ,31 ,,"701,527 ","524,366 ","122,521 ","54,640 ",,,,,,,,,,,,,,,,
,Aug．,"2,329 ",700 ,607 ,"1,022 ",,"79,132 ","47,495 ","19,622 ","12,015 ",,"63,280 ","36,316 ","17,701 ","9,263 ",,"13,609 ","9,776 ","1,541 ","2,292 ",,"1,498 ","1,130 ",223 ,145 ,,745 ,273 ,157 ,315 ,,"2,602 ","1,408 ",555 ,639 ,,"1,382 ",689 ,324 ,369 ,,"1,220 ",719 ,231 ,270 ,,"16,546 ","10,900 ","3,036 ","2,610 ",,"13,804 ","9,434 ","2,501 ","1,869 ",,"2,469 ","1,335 ",500 ,634 ,,273 ,131 ,35 ,107 ,,99 ,75 ,11 ,13 ,,"655,488 ","467,016 ","102,073 ","86,399 ",,,,,,,,,,,,,,,,
,Sep．,"2,128 ",608 ,836 ,684 ,,"73,430 ","40,887 ","25,430 ","7,113 ",,"59,990 ","32,056 ","22,528 ","5,406 ",,"10,819 ","7,132 ","2,287 ","1,400 ",,"2,041 ","1,463 ",412 ,166 ,,580 ,236 ,203 ,141 ,,"3,149 ","1,832 ",700 ,617 ,,"1,551 ",921 ,377 ,253 ,,"1,598 ",911 ,323 ,364 ,,"23,541 ","17,863 ","3,954 ","1,724 ",,"19,812 ","15,317 ","3,178 ","1,317 ",,"3,444 ","2,433 ",720 ,291 ,,285 ,113 ,56 ,116 ,,81 ,46 ,16 ,19 ,,"573,627 ","358,422 ","134,877 ","80,328 ",,,,,,,,,,,,,,,,
,Oct．,"2,334 ",763 ,916 ,655 ,,"100,344 ","63,658 ","30,952 ","5,734 ",,"82,097 ","50,031 ","27,536 ","4,530 ",,"14,899 ","11,224 ","2,742 ",933 ,,"2,168 ","1,619 ",447 ,102 ,,"1,180 ",784 ,227 ,169 ,,"4,318 ","2,752 ","1,026 ",540 ,,"2,301 ","1,504 ",553 ,244 ,,"2,017 ","1,248 ",473 ,296 ,,"19,405 ","13,168 ","4,626 ","1,611 ",,"16,424 ","11,441 ","3,748 ","1,235 ",,"2,658 ","1,577 ",808 ,273 ,,323 ,150 ,70 ,103 ,,97 ,68 ,7 ,22 ,,"699,605 ","475,608 ","157,772 ","66,225 ",,,,,,,,,,,,,,,,
,Nov．,"1,782 ",491 ,768 ,523 ,,"82,931 ","50,534 ","26,934 ","5,463 ",,"65,216 ","37,215 ","23,632 ","4,369 ",,"15,043 ","11,488 ","2,710 ",845 ,,"2,102 ","1,559 ",419 ,124 ,,570 ,272 ,173 ,125 ,,"2,640 ","1,376 ",869 ,395 ,,"1,224 ",632 ,425 ,167 ,,"1,416 ",744 ,444 ,228 ,,"15,324 ","9,422 ","4,416 ","1,486 ",,"12,900 ","8,163 ","3,617 ","1,120 ",,"2,205 ","1,174 ",742 ,289 ,,219 ,85 ,57 ,77 ,,66 ,35 ,18 ,13 ,,"595,069 ","388,497 ","154,938 ","51,634 ",,,,,,,,,,,,,,,,
,Dec．,"1,416 ",499 ,482 ,435 ,,"74,966 ","52,068 ","18,256 ","4,642 ",,"58,379 ","38,267 ","16,487 ","3,625 ",,"14,362 ","12,069 ","1,447 ",846 ,,"1,881 ","1,571 ",217 ,93 ,,344 ,161 ,105 ,78 ,,"3,043 ","2,317 ",387 ,339 ,,"2,083 ","1,650 ",232 ,201 ,,960 ,667 ,155 ,138 ,,"24,100 ","20,359 ","2,441 ","1,300 ",,"20,869 ","17,851 ","2,001 ","1,017 ",,"3,048 ","2,386 ",414 ,248 ,,183 ,122 ,26 ,35 ,,76 ,62 ,9 ,5 ,,"585,817 ","438,422 ","105,600 ","41,795 ",,,,,,,,,,,,,,,,
