Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Africa,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,South America,,,,,,,,,,,,,,,Oceania,,,,,,,,,,,,,,,,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Africa Total,,,,,North America Total,,,,,U.S.A.,,,,,Canada,,,,,Mexico,,,,,North America Unclassified,,,,,South America Total,,,,,Brazil,,,,,South America Unclassified,,,,,Oceania Total,,,,,Australia,,,,,New Zealand,,,,,Oceania Unclassified,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,,,,,,,,,,
,Apr．,"1,395 ",362 ,520 ,470 ,43 ,"83,099 ","50,155 ","25,367 ","7,569 ",8 ,"68,867 ","39,948 ","22,939 ","5,979 ",1 ,"12,647 ","9,114 ","2,104 ","1,429 ",,"1,131 ",842 ,191 ,98 ,,454 ,251 ,133 ,63 ,7 ,"2,928 ","1,673 ",563 ,604 ,88 ,"1,341 ",709 ,257 ,318 ,57 ,"1,587 ",964 ,306 ,286 ,31 ,"17,724 ","11,444 ","3,914 ","2,351 ",15 ,"13,867 ","9,267 ","2,957 ","1,643 ",,"3,581 ","2,049 ",906 ,626 ,,276 ,128 ,51 ,82 ,15 ,164 ,79 ,32 ,26 ,27 ,"449,934 ","268,171 ","107,610 ","65,742 ","8,411 ",,,,,,,,,,,,,,,
,May．,"1,426 ",324 ,588 ,481 ,33 ,"76,316 ","41,401 ","27,685 ","7,228 ",2 ,"64,804 ","34,325 ","24,699 ","5,780 ",,"9,901 ","6,110 ","2,539 ","1,252 ",,"1,045 ",729 ,233 ,83 ,,566 ,237 ,214 ,113 ,2 ,"2,794 ","1,561 ",660 ,494 ,79 ,"1,238 ",560 ,337 ,290 ,51 ,"1,556 ","1,001 ",323 ,204 ,28 ,"14,676 ","8,516 ","4,371 ","1,768 ",21 ,"11,766 ","7,120 ","3,383 ","1,263 ",,"2,586 ","1,329 ",912 ,345 ,,324 ,67 ,76 ,160 ,21 ,182 ,61 ,45 ,31 ,45 ,"390,515 ","212,344 ","114,540 ","53,104 ","10,527 ",,,,,,,,,,,,,,,
,Jun．,"1,348 ",377 ,500 ,420 ,51 ,"87,945 ","57,491 ","25,914 ","4,526 ",14 ,"77,127 ","50,217 ","23,398 ","3,510 ",2 ,"9,048 ","6,067 ","2,143 ",838 ,,"1,207 ",865 ,231 ,111 ,,563 ,342 ,142 ,67 ,12 ,"2,396 ","1,336 ",493 ,451 ,116 ,"1,080 ",525 ,252 ,224 ,79 ,"1,316 ",811 ,241 ,227 ,37 ,"14,981 ","10,457 ","3,320 ","1,160 ",44 ,"12,101 ","8,604 ","2,616 ",881 ,,"2,672 ","1,769 ",676 ,227 ,,208 ,84 ,28 ,52 ,44 ,230 ,66 ,34 ,22 ,108 ,"403,477 ","242,995 ","106,277 ","38,902 ","15,303 ",,,,,,,,,,,,,,,
,Jul．,"1,575 ",498 ,530 ,502 ,45 ,"82,370 ","52,551 ","23,112 ","6,699 ",8 ,"68,114 ","42,053 ","20,813 ","5,247 ",1 ,"12,040 ","8,840 ","1,940 ","1,260 ",,"1,675 ","1,372 ",213 ,90 ,,541 ,286 ,146 ,102 ,7 ,"3,182 ","2,026 ",528 ,471 ,157 ,"1,626 ",987 ,251 ,272 ,116 ,"1,556 ","1,039 ",277 ,199 ,41 ,"18,099 ","12,094 ","3,973 ","1,996 ",36 ,"14,288 ","9,805 ","3,055 ","1,428 ",,"3,435 ","2,105 ",851 ,478 ,1 ,376 ,184 ,67 ,90 ,35 ,256 ,83 ,36 ,17 ,120 ,"479,822 ","303,132 ","107,062 ","50,524 ","19,104 ",,,,,,,,,,,,,,,
,Aug．,"1,481 ",469 ,401 ,572 ,39 ,"69,867 ","38,625 ","18,872 ","12,368 ",2 ,"56,580 ","29,897 ","17,220 ","9,463 ",,"11,726 ","7,740 ","1,433 ","2,553 ",,"1,010 ",742 ,108 ,160 ,,551 ,246 ,111 ,192 ,2 ,"2,487 ","1,418 ",367 ,582 ,120 ,"1,218 ",613 ,205 ,311 ,89 ,"1,269 ",805 ,162 ,271 ,31 ,"14,042 ","8,344 ","2,958 ","2,727 ",13 ,"11,142 ","6,922 ","2,312 ","1,908 ",,"2,649 ","1,312 ",607 ,730 ,,251 ,110 ,39 ,89 ,13 ,190 ,54 ,28 ,39 ,69 ,"433,490 ","263,181 ","79,430 ","74,373 ","16,506 ",,,,,,,,,,,,,,,
,Sep．,"1,755 ",332 ,593 ,793 ,37 ,"50,747 ","27,809 ","16,953 ","5,965 ",20 ,"40,655 ","21,254 ","14,992 ","4,409 ",,"8,479 ","5,509 ","1,676 ","1,294 ",,"1,004 ",734 ,149 ,121 ,,609 ,312 ,136 ,141 ,20 ,"2,487 ","1,275 ",488 ,600 ,124 ,"1,150 ",601 ,244 ,231 ,74 ,"1,337 ",674 ,244 ,369 ,50 ,"19,146 ","13,589 ","3,721 ","1,817 ",19 ,"15,426 ","11,261 ","2,845 ","1,320 ",,"3,480 ","2,251 ",815 ,414 ,,240 ,77 ,61 ,83 ,19 ,124 ,31 ,30 ,27 ,36 ,"354,578 ","183,370 ","95,417 ","63,968 ","11,823 ",,,,,,,,,,,,,,,
,Oct．,"1,671 ",377 ,645 ,622 ,27 ,"69,657 ","42,329 ","22,508 ","4,819 ",1 ,"56,306 ","32,834 ","19,820 ","3,652 ",,"11,748 ","8,525 ","2,262 ",961 ,,"1,070 ",729 ,240 ,101 ,,533 ,241 ,186 ,105 ,1 ,"2,850 ","1,684 ",564 ,540 ,62 ,"1,274 ",720 ,263 ,245 ,46 ,"1,576 ",964 ,301 ,295 ,16 ,"15,040 ","9,633 ","3,984 ","1,413 ",10 ,"12,465 ","8,317 ","3,077 ","1,071 ",,"2,328 ","1,232 ",838 ,258 ,,247 ,84 ,69 ,84 ,10 ,123 ,37 ,25 ,24 ,37 ,"403,181 ","220,911 ","115,376 ","59,359 ","7,535 ",,,,,,,,,,,,,,,
,Nov．,"1,306 ",271 ,691 ,322 ,22 ,"57,663 ","29,751 ","23,099 ","4,810 ",3 ,"47,794 ","23,616 ","20,347 ","3,831 ",,"8,775 ","5,567 ","2,416 ",792 ,,694 ,425 ,184 ,85 ,,400 ,143 ,152 ,102 ,3 ,"2,469 ","1,495 ",539 ,381 ,54 ,759 ,323 ,243 ,172 ,21 ,"1,710 ","1,172 ",296 ,209 ,33 ,"12,692 ","7,575 ","3,737 ","1,356 ",24 ,"10,113 ","6,358 ","2,742 ","1,012 ",1 ,"2,342 ","1,146 ",904 ,292 ,,237 ,71 ,91 ,52 ,23 ,103 ,25 ,20 ,21 ,37 ,"354,484 ","187,675 ","114,881 ","44,080 ","7,848 ",,,,,,,,,,,,,,,
,Dec．,"1,383 ",389 ,421 ,529 ,44 ,"61,809 ","39,551 ","17,665 ","4,589 ",4 ,"50,481 ","30,751 ","16,040 ","3,689 ",1 ,"10,252 ","8,023 ","1,423 ",806 ,,784 ,618 ,112 ,54 ,,292 ,159 ,90 ,40 ,3 ,"1,984 ","1,338 ",325 ,256 ,65 ,938 ,589 ,165 ,138 ,46 ,"1,046 ",749 ,160 ,118 ,19 ,"18,207 ","14,722 ","2,388 ","1,086 ",11 ,"15,313 ","12,760 ","1,769 ",784 ,,"2,758 ","1,903 ",593 ,262 ,,136 ,59 ,26 ,40 ,11 ,130 ,61 ,23 ,7 ,39 ,"369,047 ","232,335 ","84,349 ","38,344 ","14,019 ",,,,,,,,,,,,,,,
,2002　Jan．,"1,334 ",176 ,406 ,715 ,37 ,"62,536 ","26,283 ","22,680 ","13,571 ",2 ,"50,731 ","20,204 ","20,493 ","10,034 ",,"10,758 ","5,630 ","1,888 ","3,240 ",,675 ,328 ,180 ,167 ,,372 ,121 ,119 ,130 ,2 ,"2,062 ",864 ,354 ,745 ,99 ,973 ,390 ,167 ,344 ,72 ,"1,089 ",474 ,187 ,401 ,27 ,"17,675 ","10,432 ","3,102 ","4,124 ",17 ,"14,363 ","9,001 ","2,373 ","2,989 ",,"3,101 ","1,402 ",693 ,"1,006 ",,211 ,29 ,36 ,129 ,17 ,197 ,34 ,23 ,48 ,92 ,"392,588 ","193,396 ","98,690 ","84,369 ","16,133 ",,,,,,,,,,,,,,,
,Feb．,"1,040 ",214 ,467 ,340 ,19 ,"57,797 ","30,379 ","22,858 ","4,560 ",,"46,763 ","22,467 ","20,574 ","3,722 ",,"9,993 ","7,337 ","1,960 ",696 ,,694 ,434 ,194 ,66 ,,347 ,141 ,130 ,76 ,,"1,552 ",726 ,381 ,378 ,67 ,725 ,250 ,204 ,222 ,49 ,827 ,476 ,177 ,156 ,18 ,"12,347 ","7,874 ","3,125 ","1,322 ",26 ,"10,306 ","6,870 ","2,488 ",948 ,,"1,896 ",977 ,595 ,324 ,,145 ,27 ,42 ,50 ,26 ,149 ,38 ,24 ,31 ,56 ,"400,081 ","246,832 ","93,998 ","46,916 ","12,335 ",,,,,,,,,,,,,,,
,Mar．,"1,338 ",265 ,596 ,449 ,28 ,"84,664 ","52,148 ","25,532 ","6,979 ",5 ,"69,363 ","41,271 ","22,684 ","5,408 ",,"13,126 ","9,439 ","2,343 ","1,344 ",,"1,765 ","1,253 ",354 ,158 ,,410 ,185 ,151 ,69 ,5 ,"2,338 ","1,107 ",616 ,511 ,104 ,"1,145 ",487 ,334 ,256 ,68 ,"1,193 ",620 ,282 ,255 ,36 ,"16,079 ","10,175 ","3,700 ","2,186 ",18 ,"12,990 ","8,660 ","2,775 ","1,555 ",,"2,873 ","1,461 ",858 ,554 ,,216 ,54 ,67 ,77 ,18 ,236 ,62 ,38 ,34 ,102 ,"434,034 ","241,138 ","111,200 ","71,946 ","9,750 ",,,,,,,,,,,,,,,
,Apr．,"1,458 ",402 ,616 ,395 ,45 ,"78,995 ","46,740 ","24,732 ","7,519 ",4 ,"65,893 ","37,687 ","22,211 ","5,995 ",,"11,472 ","7,969 ","2,141 ","1,362 ",,"1,120 ",822 ,208 ,90 ,,510 ,262 ,172 ,72 ,4 ,"2,793 ","1,636 ",533 ,536 ,88 ,"1,203 ",588 ,265 ,290 ,60 ,"1,590 ","1,048 ",268 ,246 ,28 ,"16,686 ","10,706 ","3,775 ","2,192 ",13 ,"13,407 ","8,930 ","2,924 ","1,553 ",,"3,018 ","1,653 ",802 ,563 ,,261 ,123 ,49 ,76 ,13 ,184 ,87 ,19 ,20 ,58 ,"460,377 ","266,858 ","114,304 ","70,774 ","8,441 ",,,,,,,,,,,,,,,
,May．,"2,189 ",905 ,698 ,556 ,30 ,"78,590 ","46,489 ","25,758 ","6,340 ",3 ,"64,992 ","37,161 ","22,886 ","4,945 ",,"10,397 ","6,849 ","2,325 ","1,223 ",,"2,592 ","2,146 ",373 ,72 ,1 ,609 ,333 ,174 ,100 ,2 ,"3,705 ","2,326 ",820 ,443 ,116 ,"1,156 ",568 ,338 ,208 ,42 ,"2,549 ","1,758 ",482 ,235 ,74 ,"16,356 ","10,459 ","4,103 ","1,769 ",25 ,"13,594 ","9,115 ","3,184 ","1,295 ",,"2,489 ","1,244 ",864 ,381 ,,273 ,100 ,55 ,93 ,25 ,162 ,57 ,33 ,18 ,54 ,"438,537 ","257,757 ","119,371 ","53,419 ","7,990 ",,,,,,,,,,,,,,,
,Jun．,"2,636 ","1,630 ",569 ,402 ,35 ,"92,877 ","64,494 ","23,666 ","4,712 ",5 ,"72,723 ","47,727 ","21,288 ","3,708 ",,"9,729 ","7,051 ","1,856 ",822 ,,"9,041 ","8,560 ",382 ,99 ,,"1,384 ","1,156 ",140 ,83 ,5 ,"6,517 ","5,004 ",701 ,559 ,253 ,"2,387 ","1,462 ",381 ,343 ,201 ,"4,130 ","3,542 ",320 ,216 ,52 ,"16,562 ","11,792 ","3,355 ","1,368 ",47 ,"13,688 ","10,042 ","2,677 ",969 ,,"2,491 ","1,577 ",640 ,274 ,,383 ,173 ,38 ,125 ,47 ,151 ,48 ,21 ,28 ,54 ,"441,123 ","290,136 ","102,137 ","41,341 ","7,509 ",,,,,,,,,,,,,,,
,Jul．,"1,616 ",580 ,544 ,431 ,61 ,"86,316 ","56,603 ","22,942 ","6,764 ",7 ,"71,087 ","44,993 ","20,756 ","5,338 ",,"12,717 ","9,706 ","1,806 ","1,205 ",,"1,935 ","1,615 ",238 ,80 ,2 ,577 ,289 ,142 ,141 ,5 ,"3,002 ","2,001 ",473 ,445 ,83 ,"1,558 ","1,017 ",223 ,266 ,52 ,"1,444 ",984 ,250 ,179 ,31 ,"18,953 ","13,316 ","3,799 ","1,796 ",42 ,"15,346 ","11,124 ","2,954 ","1,268 ",,"3,229 ","1,989 ",795 ,445 ,,378 ,203 ,50 ,83 ,42 ,161 ,74 ,26 ,18 ,43 ,"516,013 ","338,632 ","106,645 ","51,089 ","19,647 ",,,,,,,,,,,,,,,
,Aug．,"1,703 ",522 ,463 ,674 ,44 ,"72,235 ","41,966 ","17,790 ","12,478 ",1 ,"58,442 ","32,774 ","16,064 ","9,604 ",,"11,997 ","8,037 ","1,447 ","2,513 ",,"1,242 ",929 ,166 ,147 ,,554 ,226 ,113 ,214 ,1 ,"2,376 ","1,275 ",426 ,575 ,100 ,"1,184 ",593 ,231 ,286 ,74 ,"1,192 ",682 ,195 ,289 ,26 ,"16,077 ","10,097 ","2,975 ","2,986 ",19 ,"13,060 ","8,586 ","2,378 ","2,096 ",,"2,782 ","1,408 ",569 ,805 ,,235 ,103 ,28 ,85 ,19 ,129 ,54 ,10 ,38 ,27 ,"484,771 ","305,793 ","81,983 ","80,716 ","16,280 ",,,,,,,,,,,,,,,
,Sep．,"1,594 ",355 ,561 ,649 ,29 ,"64,952 ","32,828 ","24,957 ","7,154 ",13 ,"54,328 ","26,632 ","22,315 ","5,381 ",,"8,798 ","5,121 ","2,161 ","1,516 ",,"1,259 ",853 ,290 ,116 ,,567 ,222 ,191 ,141 ,13 ,"2,234 ","1,036 ",578 ,574 ,46 ,"1,034 ",420 ,317 ,271 ,26 ,"1,200 ",616 ,261 ,303 ,20 ,"20,889 ","14,815 ","4,026 ","2,020 ",28 ,"17,221 ","12,613 ","3,125 ","1,483 ",,"3,381 ","2,116 ",855 ,410 ,,287 ,86 ,46 ,127 ,28 ,142 ,56 ,35 ,33 ,18 ,"401,407 ","206,064 ","112,736 ","72,520 ","10,087 ",,,,,,,,,,,,,,,
,Oct．,"2,000 ",507 ,745 ,712 ,36 ,"82,174 ","49,172 ","27,574 ","5,425 ",3 ,"68,729 ","40,015 ","24,611 ","4,103 ",,"11,448 ","7,888 ","2,520 ","1,040 ",,"1,350 ",942 ,246 ,161 ,1 ,647 ,327 ,197 ,121 ,2 ,"2,794 ","1,577 ",702 ,463 ,52 ,"1,250 ",681 ,343 ,193 ,33 ,"1,544 ",896 ,359 ,270 ,19 ,"17,136 ","11,203 ","4,329 ","1,575 ",29 ,"14,103 ","9,592 ","3,350 ","1,161 ",,"2,700 ","1,486 ",903 ,311 ,,333 ,125 ,76 ,103 ,29 ,168 ,78 ,34 ,38 ,18 ,"471,813 ","271,771 ","131,123 ","60,357 ","8,562 ",,,,,,,,,,,,,,,
,Nov．,"1,318 ",317 ,590 ,375 ,36 ,"67,108 ","37,247 ","25,198 ","4,663 ",,"55,242 ","29,374 ","22,236 ","3,632 ",,"10,137 ","6,836 ","2,505 ",796 ,,"1,164 ",803 ,282 ,79 ,,565 ,234 ,175 ,156 ,,"2,102 ","1,147 ",571 ,347 ,37 ,884 ,431 ,290 ,146 ,17 ,"1,218 ",716 ,281 ,201 ,20 ,"13,892 ","8,428 ","4,011 ","1,441 ",12 ,"11,382 ","7,202 ","3,102 ","1,078 ",,"2,248 ","1,085 ",854 ,309 ,,262 ,141 ,55 ,54 ,12 ,153 ,78 ,30 ,36 ,9 ,"404,537 ","227,666 ","123,815 ","45,226 ","7,830 ",,,,,,,,,,,,,,,
,Dec．,"1,127 ",414 ,384 ,284 ,45 ,"65,727 ","41,967 ","18,370 ","5,388 ",2 ,"53,607 ","32,540 ","16,582 ","4,485 ",,"10,970 ","8,660 ","1,509 ",801 ,,862 ,611 ,198 ,53 ,,288 ,156 ,81 ,49 ,2 ,"2,152 ","1,520 ",296 ,271 ,65 ,"1,014 ",685 ,147 ,137 ,45 ,"1,138 ",835 ,149 ,134 ,20 ,"18,137 ","14,486 ","2,448 ","1,171 ",32 ,"15,436 ","12,637 ","1,933 ",866 ,,"2,554 ","1,789 ",497 ,268 ,,147 ,60 ,18 ,37 ,32 ,122 ,59 ,24 ,5 ,34 ,"393,682 ","249,283 ","89,679 ","42,199 ","12,521 ",,,,,,,,,,,,,,,
,2003　Jan．,"1,338 ",266 ,371 ,667 ,34 ,"63,525 ","29,336 ","21,249 ","12,933 ",7 ,"50,765 ","22,012 ","19,153 ","9,600 ",,"11,587 ","6,788 ","1,783 ","3,016 ",,751 ,416 ,185 ,150 ,,422 ,120 ,128 ,167 ,7 ,"2,099 ",882 ,337 ,789 ,91 ,964 ,352 ,192 ,349 ,71 ,"1,135 ",530 ,145 ,440 ,20 ,"18,693 ","11,699 ","2,876 ","4,095 ",23 ,"15,405 ","10,121 ","2,322 ","2,962 ",,"3,039 ","1,503 ",519 ,"1,017 ",,249 ,75 ,35 ,116 ,23 ,94 ,37 ,8 ,30 ,19 ,"450,847 ","256,609 ","94,307 ","86,170 ","13,761 ",,,,,,,,,,,,,,,
,Feb．,"1,240 ",250 ,494 ,471 ,25 ,"52,822 ","26,232 ","22,349 ","4,239 ",2 ,"42,567 ","19,191 ","20,022 ","3,354 ",,"9,300 ","6,567 ","1,987 ",746 ,,562 ,319 ,198 ,45 ,,393 ,155 ,142 ,94 ,2 ,"1,706 ",826 ,442 ,393 ,45 ,731 ,240 ,237 ,220 ,34 ,975 ,586 ,205 ,173 ,11 ,"13,006 ","8,246 ","3,332 ","1,401 ",27 ,"10,967 ","7,265 ","2,694 ","1,008 ",,"1,838 ",930 ,597 ,311 ,,201 ,51 ,41 ,82 ,27 ,96 ,27 ,15 ,24 ,30 ,"394,869 ","228,905 ","101,497 ","52,715 ","11,752 ",,,,,,,,,,,,,,,
,Mar．,"2,254 ",776 ,748 ,694 ,36 ,"78,460 ","44,829 ","25,639 ","7,990 ",2 ,"63,847 ","35,003 ","22,689 ","6,154 ",1 ,"12,650 ","8,905 ","2,357 ","1,388 ",,"1,138 ",629 ,343 ,166 ,,825 ,292 ,250 ,282 ,1 ,"2,584 ","1,161 ",650 ,725 ,48 ,"1,152 ",421 ,316 ,378 ,37 ,"1,432 ",740 ,334 ,347 ,11 ,"16,196 ","9,477 ","4,234 ","2,467 ",18 ,"13,170 ","8,131 ","3,274 ","1,765 ",,"2,745 ","1,264 ",901 ,580 ,,281 ,82 ,59 ,122 ,18 ,150 ,54 ,17 ,36 ,43 ,"456,614 ","241,866 ","126,246 ","80,759 ","7,743 ",,,,,,,,,,,,,,,
,Apr．,"1,154 ",316 ,368 ,439 ,31 ,"55,193 ","34,900 ","14,696 ","5,595 ",2 ,"45,911 ","28,477 ","13,186 ","4,248 ",,"8,253 ","5,820 ","1,271 ","1,161 ",1 ,710 ,490 ,132 ,88 ,,319 ,113 ,107 ,98 ,1 ,"1,625 ",858 ,245 ,483 ,39 ,733 ,334 ,98 ,275 ,26 ,892 ,524 ,147 ,208 ,13 ,"14,949 ","10,466 ","2,402 ","2,062 ",19 ,"11,959 ","8,648 ","1,826 ","1,485 ",,"2,800 ","1,743 ",543 ,514 ,,190 ,75 ,33 ,63 ,19 ,89 ,41 ,17 ,15 ,16 ,"354,054 ","194,739 ","84,866 ","67,372 ","7,077 ",,,,,,,,,,,,,,,
,May．,"1,403 ",354 ,516 ,502 ,31 ,"54,635 ","30,695 ","19,253 ","4,685 ",2 ,"46,380 ","25,225 ","17,572 ","3,583 ",,"7,499 ","5,092 ","1,445 ",961 ,1 ,442 ,243 ,134 ,65 ,,314 ,135 ,102 ,76 ,1 ,"1,634 ",862 ,410 ,330 ,32 ,644 ,251 ,216 ,157 ,20 ,990 ,611 ,194 ,173 ,12 ,"15,185 ","10,341 ","3,357 ","1,446 ",41 ,"12,420 ","8,777 ","2,612 ","1,031 ",,"2,462 ","1,466 ",692 ,304 ,,303 ,98 ,53 ,111 ,41 ,65 ,36 ,13 ,13 ,3 ,"288,562 ","151,597 ","88,255 ","39,467 ","9,243 ",,,,,,,,,,,,,,,
,Jun．,"1,435 ",424 ,534 ,424 ,53 ,"69,356 ","43,763 ","21,424 ","4,165 ",4 ,"59,716 ","36,899 ","19,559 ","3,256 ",2 ,"8,632 ","6,329 ","1,546 ",756 ,1 ,714 ,404 ,212 ,98 ,,294 ,131 ,107 ,55 ,1 ,"1,863 ",962 ,391 ,455 ,55 ,896 ,426 ,198 ,250 ,22 ,967 ,536 ,193 ,205 ,33 ,"17,216 ","12,270 ","3,524 ","1,304 ",118 ,"14,467 ","10,778 ","2,782 ",907 ,,"2,301 ","1,325 ",720 ,256 ,,448 ,167 ,22 ,141 ,118 ,124 ,59 ,21 ,22 ,22 ,"352,431 ","206,149 ","95,810 ","36,091 ","14,381 ",,,,,,,,,,,,,,,
,Jul．,"1,580 ",536 ,467 ,535 ,42 ,"74,846 ","46,813 ","20,976 ","7,056 ",1 ,"61,258 ","36,656 ","19,033 ","5,569 ",,"11,919 ","9,113 ","1,622 ","1,184 ",,"1,175 ",859 ,205 ,111 ,,494 ,185 ,116 ,192 ,1 ,"2,128 ","1,216 ",387 ,466 ,59 ,"1,017 ",550 ,194 ,243 ,30 ,"1,111 ",666 ,193 ,223 ,29 ,"21,054 ","15,408 ","3,654 ","1,919 ",73 ,"18,013 ","13,675 ","2,925 ","1,413 ",,"2,741 ","1,618 ",690 ,433 ,,300 ,115 ,39 ,73 ,73 ,142 ,64 ,18 ,31 ,29 ,"515,692 ","340,213 ","102,898 ","51,703 ","20,878 ",,,,,,,,,,,,,,,
,Aug．,"1,580 ",489 ,413 ,654 ,24 ,"69,798 ","37,553 ","20,565 ","11,672 ",8 ,"55,789 ","28,036 ","18,885 ","8,867 ",1 ,"12,661 ","8,788 ","1,393 ","2,480 ",,910 ,576 ,193 ,141 ,,438 ,153 ,94 ,184 ,7 ,"1,961 ",803 ,375 ,615 ,168 ,975 ,321 ,205 ,311 ,138 ,986 ,482 ,170 ,304 ,30 ,"17,964 ","11,689 ","3,146 ","3,095 ",34 ,"14,944 ","10,266 ","2,465 ","2,213 ",,"2,739 ","1,325 ",636 ,778 ,,281 ,98 ,45 ,104 ,34 ,154 ,68 ,21 ,40 ,25 ,"550,380 ","358,013 ","91,490 ","82,170 ","18,707 ",,,,,,,,,,,,,,,
,Sep．,"2,801 ",666 ,716 ,"1,396 ",23 ,"65,303 ","31,562 ","26,647 ","7,087 ",7 ,"53,957 ","24,562 ","24,007 ","5,388 ",,"9,797 ","6,124 ","2,216 ","1,457 ",,"1,103 ",719 ,269 ,115 ,,446 ,157 ,155 ,127 ,7 ,"2,200 ",981 ,534 ,629 ,56 ,"1,022 ",456 ,279 ,263 ,24 ,"1,178 ",525 ,255 ,366 ,32 ,"21,843 ","15,814 ","4,163 ","1,844 ",22 ,"18,008 ","13,446 ","3,210 ","1,352 ",,"3,532 ","2,279 ",879 ,374 ,,303 ,89 ,74 ,118 ,22 ,142 ,67 ,25 ,42 ,8 ,"457,574 ","253,197 ","119,356 ","74,874 ","10,147 ",,,,,,,,,,,,,,,
,Oct．,"1,716 ",470 ,726 ,500 ,20 ,"80,223 ","44,638 ","29,485 ","6,078 ",22 ,"66,512 ","35,515 ","26,191 ","4,806 ",,"11,528 ","7,835 ","2,686 ","1,007 ",,"1,493 ",983 ,397 ,113 ,,690 ,305 ,211 ,152 ,22 ,"3,015 ","1,580 ",800 ,589 ,46 ,"1,432 ",715 ,398 ,284 ,35 ,"1,583 ",865 ,402 ,305 ,11 ,"17,245 ","11,145 ","4,449 ","1,633 ",18 ,"14,266 ","9,695 ","3,419 ","1,152 ",,"2,692 ","1,344 ",956 ,392 ,,287 ,106 ,74 ,89 ,18 ,143 ,76 ,39 ,18 ,10 ,"527,859 ","310,992 ","142,918 ","66,137 ","7,812 ",,,,,,,,,,,,,,,
,Nov．,"1,505 ",427 ,610 ,436 ,32 ,"68,569 ","35,238 ","27,923 ","5,402 ",6 ,"56,670 ","27,580 ","24,781 ","4,309 ",,"10,368 ","6,812 ","2,667 ",889 ,,"1,107 ",678 ,338 ,91 ,,424 ,168 ,137 ,113 ,6 ,"2,050 ",915 ,682 ,396 ,57 ,915 ,360 ,345 ,178 ,32 ,"1,135 ",555 ,337 ,218 ,25 ,"14,490 ","8,755 ","4,195 ","1,534 ",6 ,"12,120 ","7,634 ","3,319 ","1,167 ",,"2,173 ","1,045 ",818 ,310 ,,197 ,76 ,58 ,57 ,6 ,83 ,29 ,24 ,20 ,10 ,"444,435 ","247,764 ","137,000 ","51,243 ","8,428 ",,,,,,,,,,,,,,,
,Dec．,"1,009 ",344 ,334 ,298 ,33 ,"65,628 ","41,924 ","18,674 ","5,029 ",1 ,"52,449 ","31,518 ","16,977 ","3,954 ",,"11,871 ","9,474 ","1,437 ",960 ,,982 ,727 ,187 ,68 ,,326 ,205 ,73 ,47 ,1 ,"3,122 ","2,442 ",307 ,299 ,74 ,"1,039 ",695 ,142 ,166 ,36 ,"2,083 ","1,747 ",165 ,133 ,38 ,"19,153 ","15,407 ","2,548 ","1,179 ",19 ,"16,395 ","13,566 ","1,934 ",895 ,,"2,527 ","1,727 ",568 ,232 ,,231 ,114 ,46 ,52 ,19 ,81 ,36 ,20 ,14 ,11 ,"418,408 ","265,296 ","96,615 ","43,915 ","12,582 ",,,,,,,,,,,,,,,
,2004　Jan．,"1,416 ",333 ,386 ,666 ,31 ,"67,397 ","34,271 ","19,787 ","13,338 ",1 ,"52,463 ","24,658 ","18,004 ","9,801 ",,"13,605 ","8,972 ","1,477 ","3,156 ",,972 ,524 ,224 ,224 ,,357 ,117 ,82 ,157 ,1 ,"1,868 ",890 ,293 ,639 ,46 ,872 ,416 ,158 ,281 ,17 ,996 ,474 ,135 ,358 ,29 ,"20,355 ","13,893 ","2,547 ","3,901 ",14 ,"17,096 ","12,286 ","1,966 ","2,844 ",,"3,030 ","1,546 ",552 ,932 ,,229 ,61 ,29 ,125 ,14 ,92 ,22 ,16 ,50 ,4 ,"538,334 ","343,533 ","89,399 ","92,289 ","13,113 ",,,,,,,,,,,,,,,
